School	Sex	SES	MathAch	Sector	CSES
6	0	0.032	-1.347	0	0.046
6	1	-1.088	8.054	0	-1.074
6	0	0.372	15.655	0	0.386
6	0	-0.568	11.648	0	-0.554
6	0	-0.328	11.629	0	-0.314
6	1	-0.018	18.687	0	-0.004
6	0	-1.208	-0.827	0	-1.194
6	0	-0.098	7.87	0	-0.084
6	0	0.942	18.115	0	0.956
6	1	-1.408	3.792	0	-1.394
6	0	0.122	11.03	0	0.136
6	1	0.362	7.564	0	0.376
6	1	-0.708	3.465	0	-0.694
6	0	0.252	15.038	0	0.266
6	1	0.312	10.184	0	0.326
6	1	-0.678	2.933	0	-0.664
6	0	-0.148	8.438	0	-0.134
6	1	-0.168	7.519	0	-0.154
6	0	1.092	18.735	0	1.106
6	1	0.232	10.19	0	0.246
6	0	0.422	16.294	0	0.436
6	0	1.282	10.65	0	1.296
6	0	-0.248	10.301	0	-0.234
6	0	0.952	17.811	0	0.966
6	1	-0.038	14.646	0	-0.024
6	1	-0.398	17.191	0	-0.384
6	0	0.162	8.69	0	0.176
6	0	0.682	21.142	0	0.696
6	0	-0.668	16.499	0	-0.654
6	0	-0.038	14.591	0	-0.024
7	0	0.322	16.663	0	0.329
7	1	0.212	-2.155	0	0.219
7	1	0.682	0.085	0	0.689
7	1	-0.148	18.804	0	-0.141
7	1	-0.468	2.409	0	-0.461
7	1	0.842	16.759	0	0.849
7	0	0.072	18.948	0	0.079
7	1	0.332	10.593	0	0.339
7	0	-0.858	15.557	0	-0.851
7	0	0.902	23.419	0	0.909
7	0	1.242	0.333	0	1.249
7	0	-0.738	-2.002	0	-0.731
7	0	0.362	24.041	0	0.369
7	0	0.712	-2.657	0	0.719
7	1	0.452	7.603	0	0.459
7	0	-0.598	5.803	0	-0.591
7	0	-1.028	3.931	0	-1.021
7	0	-0.338	8.268	0	-0.331
7	0	-0.948	1.344	0	-0.941
7	0	0.292	16.449	0	0.299
7	1	-1.218	2.881	0	-1.211
7	1	0.492	20.93	0	0.499
7	0	1.152	22.086	0	1.159
7	1	-0.758	7.653	0	-0.751
7	1	-0.298	8.082	0	-0.291
7	1	-0.478	5.503	0	-0.471
7	1	0.192	9.004	0	0.199
7	0	-0.738	12.063	0	-0.731
8	0	0.812	12.907	1	0.094
8	0	1.332	18.496	1	0.614
8	0	-0.338	20.323	1	-1.056
8	0	1.082	22.682	1	0.364
8	0	0.542	14.198	1	-0.176
8	0	0.382	24.044	1	-0.336
8	0	0.592	19.571	1	-0.126
8	0	0.852	22.183	1	0.134
8	0	-0.368	16.676	1	-1.086
8	0	1.022	23.327	1	0.304
8	0	0.712	16.394	1	-0.006
8	0	0.272	23.032	1	-0.446
8	0	1.182	18.586	1	0.464
8	0	-0.588	15.246	1	-1.306
8	0	1.282	20.731	1	0.564
8	0	0.942	20.447	1	0.224
8	0	1.512	23.572	1	0.794
8	0	0.222	17.571	1	-0.496
8	0	0.992	24.993	1	0.274
8	0	1.362	24.421	1	0.644
8	0	0.482	11.478	1	-0.236
8	0	1.292	24.812	1	0.574
8	0	1.072	22.093	1	0.354
8	0	0.562	18.716	1	-0.156
8	0	-0.218	23.392	1	-0.936
8	0	1.512	15.992	1	0.794
8	0	0.772	13.254	1	0.054
8	0	0.952	24.812	1	0.234
8	0	1.392	22.086	1	0.674
8	0	1.002	24.479	1	0.284
8	0	0.932	16.724	1	0.214
8	0	-0.458	20.628	1	-1.176
8	0	-0.198	14.544	1	-0.916
8	0	0.952	19.033	1	0.234
8	0	1.072	18.727	1	0.354
9	0	0.222	24.133	1	-0.347
9	0	-0.078	18.77	1	-0.647
9	0	1.512	21.803	1	0.943
9	0	0.212	9.561	1	-0.357
9	1	0.792	15.132	1	0.223
9	1	1.342	22.387	1	0.773
9	0	0.242	22.578	1	-0.327
9	0	-0.298	18.763	1	-0.867
9	0	-1.038	18.301	1	-1.607
9	0	0.682	15.879	1	0.113
9	0	0.802	20.424	1	0.233
9	0	0.952	23.072	1	0.383
9	1	1.002	13.12	1	0.433
9	0	1.142	18.844	1	0.573
9	1	0.482	17.495	1	-0.087
9	1	1.512	15.615	1	0.943
9	1	0.242	11.001	1	-0.327
9	1	1.222	17.103	1	0.653
9	1	-0.298	21.56	1	-0.867
9	0	-0.338	19.419	1	-0.907
9	1	1.042	18.471	1	0.473
9	0	0.672	22.868	1	0.103
9	0	0.732	14.138	1	0.163
9	0	0.822	23.271	1	0.253
9	0	0.362	13.472	1	-0.207
9	0	-0.318	17.465	1	-0.887
9	0	0.682	16.038	1	0.113
9	0	0.712	22.455	1	0.143
9	0	0.542	18.984	1	-0.0269999999999999
9	0	0.252	12.535	1	-0.317
9	1	0.482	16.568	1	-0.087
9	0	-0.028	22.592	1	-0.597
9	0	0.252	16.886	1	-0.317
9	0	0.702	22.985	1	0.133
9	1	0.212	6.798	1	-0.357
9	1	0.342	5.51	1	-0.227
9	0	1.342	24.479	1	0.773
9	1	1.512	18.827	1	0.943
9	1	1.212	20.268	1	0.643
9	0	1.122	24.993	1	0.553
9	0	0.272	15.06	1	-0.297
9	1	0.782	20.818	1	0.213
9	0	-0.018	18.33	1	-0.587
9	0	0.772	18.14	1	0.203
10	1	0.042	12.962	0	-0.641
10	1	1.282	24.545	0	0.599
10	1	1.122	13.314	0	0.439
10	1	1.172	16.929	0	0.489
10	1	-1.108	3.796	0	-1.791
10	1	0.822	14.581	0	0.139
10	1	0.482	18.719	0	-0.201
10	1	0.902	12.595	0	0.219
10	1	1.022	17.326	0	0.339
10	1	0.602	15.918	0	-0.081
10	0	1.272	23.088	0	0.589
10	0	1.352	18.259	0	0.669
10	0	1.422	23.517	0	0.739
10	0	-0.108	14.157	0	-0.791
10	0	-0.358	17.999	0	-1.041
10	1	1.202	18.858	0	0.519
10	0	-0.778	22.183	0	-1.461
10	1	1.102	24.993	0	0.419
10	1	1.012	20.928	0	0.329
10	0	1.262	22.461	0	0.579
10	0	1.392	18.322	0	0.709
10	1	-0.258	2.895	0	-0.941
10	0	0.932	21.007	0	0.249
10	0	1.062	18.471	0	0.379
10	0	1.212	24.48	0	0.529
10	1	0.982	18.471	0	0.299
10	1	0.462	18.831	0	-0.221
10	1	0.532	18.114	0	-0.151
10	0	1.062	22.685	0	0.379
10	0	0.172	-0.338	0	-0.511
10	1	0.492	21.09	0	-0.191
10	0	-0.668	-2.832	0	-1.351
10	1	1.262	17.483	0	0.579
11	0	0.162	1.967	1	0.825
11	0	-0.758	7.718	1	-0.095
11	0	-0.708	19.043	1	-0.0449999999999999
11	0	-0.818	20.133	1	-0.155
11	0	-1.918	22.289	1	-1.255
11	0	-0.948	14.277	1	-0.285
11	0	-0.798	10.189	1	-0.135
11	0	-1.458	9.607	1	-0.795
11	0	-0.158	6.125	1	0.505
11	0	-0.378	23.818	1	0.285
11	0	-1.068	6.34	1	-0.405
11	0	-0.808	9.437	1	-0.145
11	0	-1.648	8.168	1	-0.985
11	0	-0.288	4.31	1	0.375
11	0	-0.328	6.986	1	0.335
11	0	-0.498	21.452	1	0.165
11	0	-0.158	9.167	1	0.505
11	0	-0.728	9.625	1	-0.065
11	0	-0.948	0.722	1	-0.285
11	0	-0.728	3.115	1	-0.065
11	0	-1.508	23.066	1	-0.845
11	0	-0.088	4.518	1	0.575
11	0	-0.638	5.337	1	0.025
11	0	-0.358	4.103	1	0.305
11	0	-0.658	15.794	1	0.005
11	0	-0.958	1.975	1	-0.295
11	0	-1.208	2.693	1	-0.545
11	0	-0.378	13.809	1	0.285
11	0	-0.918	7.964	1	-0.255
11	0	0.222	2.142	1	0.885
11	0	0.312	6.035	1	0.975
11	0	-0.488	17.996	1	0.175
11	0	0.302	20.792	1	0.965
11	0	-0.868	9.909	1	-0.205
11	0	-0.708	5.189	1	-0.0449999999999999
11	0	-1.178	7.772	1	-0.515
11	0	-0.498	12.074	1	0.165
11	0	0.032	15.103	1	0.695
11	0	-1.318	11.252	1	-0.655
11	0	-1.948	1.283	1	-1.285
11	0	-0.738	16.975	1	-0.075
11	0	-0.558	8.762	1	0.105
11	0	-0.518	6.789	1	0.145
11	0	-1.098	12.283	1	-0.435
11	0	-0.778	11.479	1	-0.115
11	0	-1.068	9.071	1	-0.405
11	0	-0.388	9.474	1	0.275
11	0	0.222	12.089	1	0.885
11	0	0.112	16.534	1	0.775
11	0	-0.528	6.331	1	0.135
11	0	-0.398	10.386	1	0.265
11	0	-0.358	8.163	1	0.305
11	0	-0.598	18.801	1	0.065
11	0	-1.708	22.581	1	-1.045
11	0	-0.268	16.095	1	0.395
11	0	-2.058	5.321	1	-1.395
11	0	0.402	3.819	1	1.065
12	1	-0.178	14.15	1	-0.344
12	0	-0.108	3.976	1	-0.274
12	0	0.262	3.846	1	0.096
12	0	-0.358	5.238	1	-0.524
12	1	0.982	9.349	1	0.816
12	1	0.462	23.765	1	0.296
12	0	-0.208	22.84	1	-0.374
12	0	0.812	1.606	1	0.646
12	1	-0.388	19.269	1	-0.554
12	0	0.282	17.191	1	0.116
12	0	0.012	16.288	1	-0.154
12	0	0.392	7.106	1	0.226
12	0	-1.068	20.714	1	-1.234
12	0	0.662	18.171	1	0.496
12	1	0.002	21.951	1	-0.164
12	0	-0.388	-2.832	1	-0.554
12	0	1.222	20.246	1	1.056
12	1	-0.368	21.75	1	-0.534
12	1	-0.588	16.337	1	-0.754
12	1	0.642	16.061	1	0.476
12	1	0.892	11.724	1	0.726
12	1	1.152	19.401	1	0.986
12	1	-0.518	2.186	1	-0.684
12	1	0.002	23.204	1	-0.164
12	0	0.202	12.755	1	0.036
12	0	1.512	14.076	1	1.346
12	0	-0.238	22.493	1	-0.404
12	0	0.022	22.714	1	-0.144
12	0	0.562	11.031	1	0.396
12	1	-0.658	18.777	1	-0.824
12	0	0.352	24.107	1	0.186
12	1	0.702	23.004	1	0.536
12	0	-0.588	8.136	1	-0.754
12	1	0.152	10.714	1	-0.014
12	1	-0.218	12.59	1	-0.384
12	0	0.932	14.732	1	0.766
12	1	1.312	22.396	1	1.146
12	0	0.352	16.304	1	0.186
12	0	-0.748	16.19	1	-0.914
12	1	0.652	7.275	1	0.486
12	1	0.652	14.809	1	0.486
12	0	0.042	-0.203	1	-0.124
12	0	-0.808	17.967	1	-0.974
12	0	1.342	24.247	1	1.176
12	1	1.512	6.946	1	1.346
12	0	0.492	17.791	1	0.326
12	1	0.152	8.856	1	-0.014
12	0	-0.818	10.349	1	-0.984
12	1	-0.918	9.44	1	-1.084
12	1	1.072	4.999	1	0.906
12	1	0.252	7.873	1	0.086
12	0	-0.548	17.007	1	-0.714
12	0	0.072	16.262	1	-0.094
12	1	-1.408	0.466	1	-1.574
12	0	0.052	18.887	1	-0.114
12	0	-0.118	24.812	1	-0.284
12	0	1.212	15.245	1	1.046
12	1	-0.268	14.958	1	-0.434
12	0	-0.248	12.508	1	-0.414
12	0	0.632	21.853	1	0.466
12	1	-0.158	20.844	1	-0.324
12	1	-0.208	5.418	1	-0.374
13	1	-0.678	5.608	0	-0.218
13	1	-0.158	18.352	0	0.302
13	1	-0.468	5.949	0	-0.008
13	1	-0.148	-1.462	0	0.312
13	1	-0.928	4.087	0	-0.468
13	1	-0.218	10.258	0	0.242
13	0	0.662	21.791	0	1.122
13	0	-0.228	1.365	0	0.232
13	1	-0.368	1.73	0	0.092
13	1	0.342	5.093	0	0.802
13	0	0.692	17.572	0	1.152
13	0	-0.898	11.211	0	-0.438
13	1	-0.578	6.018	0	-0.118
13	1	-1.178	6.394	0	-0.718
13	0	-1.608	14.681	0	-1.148
13	0	-1.048	11.868	0	-0.588
13	1	0.382	2.404	0	0.842
13	1	-0.958	2.042	0	-0.498
13	1	0.432	11.685	0	0.892
13	0	-1.808	-0.818	0	-1.348
13	1	-1.068	6.718	0	-0.608
13	1	-0.008	13.72	0	0.452
13	0	0.222	21.907	0	0.682
13	1	-0.498	-2.195	0	-0.038
13	1	-0.258	8.519	0	0.202
13	1	-1.788	1.679	0	-1.328
13	1	-0.648	-1.744	0	-0.188
13	1	-0.178	6.795	0	0.282
13	1	-1.078	4.179	0	-0.618
13	0	-0.398	7.709	0	0.062
13	1	0.832	5.35	0	1.292
13	1	-0.678	0.259	0	-0.218
13	0	-0.348	7.983	0	0.112
13	0	0.192	9.901	0	0.652
13	1	-1.468	2.497	0	-1.008
13	1	0.362	23.542	0	0.822
13	1	-0.328	13.571	0	0.132
13	1	-0.148	21.421	0	0.312
13	1	-0.938	3.676	0	-0.478
13	0	-0.018	4.856	0	0.442
13	1	0.842	14.056	0	1.302
13	0	-1.598	1.67	0	-1.138
13	0	-0.218	8.401	0	0.242
13	0	-1.068	10.964	0	-0.608
13	0	-0.628	11.955	0	-0.168
13	1	-1.068	1.647	0	-0.608
13	1	-1.118	4.267	0	-0.658
13	0	-0.228	5.376	0	0.232
13	0	0.282	6.672	0	0.742
13	1	-1.818	8.532	0	-1.358
13	1	0.542	5.681	0	1.002
13	0	-1.718	2.727	0	-1.258
13	0	0.102	7.88	0	0.562
14	0	-0.158	4.213	0	0.541
14	0	-0.658	10.524	0	0.0409999999999999
14	0	0.622	5.571	0	1.321
14	1	-1.748	4.062	0	-1.049
14	0	0.232	9.826	0	0.931
14	1	-0.368	-0.538	0	0.331
14	1	-0.388	7.032	0	0.311
14	0	-1.238	-1.437	0	-0.539
14	0	-0.968	3.77	0	-0.269
14	1	-0.498	6.689	0	0.201
14	1	-0.028	-2.832	0	0.671
14	0	-1.688	1.74	0	-0.989
14	1	-0.648	4.814	0	0.0509999999999999
14	1	-0.688	7.723	0	0.011
14	1	-1.408	3.595	0	-0.709
14	0	0.742	24.993	0	1.441
14	0	-1.948	17.621	0	-1.249
14	1	-0.688	18.052	0	0.011
14	1	-1.518	7.138	0	-0.819
14	1	-0.758	2.202	0	-0.059
14	1	-1.278	6.065	0	-0.579
14	1	-1.548	11.613	0	-0.849
14	1	-0.708	-1.211	0	-0.009
14	1	0.242	14.536	0	0.941
14	0	-1.748	-2.374	0	-1.049
14	1	0.362	20.394	0	1.061
14	0	-0.568	5.87	0	0.131
15	1	0.132	14.449	1	-0.386
15	1	0.382	20.455	1	-0.136
15	1	1.082	22.826	1	0.564
15	1	-0.538	16.801	1	-1.056
15	1	0.992	9.995	1	0.474
15	1	-0.588	23.482	1	-1.106
15	0	0.822	17.985	1	0.304
15	0	0.702	14.63	1	0.184
15	0	1.012	16.667	1	0.494
15	0	0.602	14.171	1	0.084
15	1	-0.298	20.115	1	-0.816
15	1	-0.518	4.805	1	-1.036
15	0	0.592	22.107	1	0.074
15	1	0.382	21.122	1	-0.136
15	1	0.152	10.484	1	-0.366
15	1	-0.088	21.028	1	-0.606
15	0	0.202	24.457	1	-0.316
15	0	-0.278	0.901	1	-0.796
15	0	-0.508	13.83	1	-1.026
15	0	1.512	23.345	1	0.994
15	0	1.122	22.222	1	0.604
15	0	1.512	7.865	1	0.994
15	1	-0.068	14.798	1	-0.586
15	1	0.462	11.586	1	-0.056
15	1	0.362	7.297	1	-0.156
15	0	1.082	21.556	1	0.564
15	1	1.512	18.386	1	0.994
15	0	0.802	23.062	1	0.284
15	0	0.272	12.15	1	-0.246
15	0	1.152	24.247	1	0.634
15	1	1.122	18.531	1	0.604
15	0	-0.138	4.94	1	-0.656
15	1	0.292	7.663	1	-0.226
15	0	0.272	16.426	1	-0.246
15	1	-0.138	24.479	1	-0.656
15	0	1.292	22.59	1	0.774
15	0	1.422	18.189	1	0.904
15	0	0.952	15.602	1	0.434
15	0	0.002	11.04	1	-0.516
15	1	0.532	12.916	1	0.014
15	1	1.512	6.992	1	0.994
15	1	1.012	24.479	1	0.494
15	0	-0.378	8.609	1	-0.896
15	1	0.632	12.152	1	0.114
15	1	0.892	21.572	1	0.374
15	1	1.292	17.926	1	0.774
15	0	0.282	-1.603	1	-0.236
15	0	0.102	23.231	1	-0.416
15	1	1.012	10.257	1	0.494
15	1	-0.048	20.194	1	-0.566
15	1	1.012	16.312	1	0.494
15	0	0.412	17.127	1	-0.106
15	0	-0.188	20.66	1	-0.706
16	0	0.482	12.165	0	0.228
16	1	0.272	18.478	0	0.018
16	1	-1.288	7.892	0	-1.542
16	0	0.762	8.645	0	0.508
16	1	0.642	17.342	0	0.388
16	0	1.172	8.357	0	0.918
16	1	0.182	13.907	0	-0.072
16	0	0.972	23.096	0	0.718
16	0	-0.028	7.539	0	-0.282
16	0	1.022	23.286	0	0.768
16	1	0.892	14.593	0	0.638
16	0	-0.018	22.053	0	-0.272
16	0	-0.478	12.5	0	-0.732
16	0	1.512	23.93	0	1.258
16	1	-0.138	4.605	0	-0.392
16	1	-0.718	15.322	0	-0.972
16	0	-0.738	5.69	0	-0.992
16	1	-0.148	18.638	0	-0.402
16	1	0.892	17.06	0	0.638
16	0	0.532	19.385	0	0.278
16	0	-0.178	17.416	0	-0.432
16	0	-0.118	20.664	0	-0.372
16	1	0.312	22.585	0	0.058
16	0	-0.258	16	0	-0.512
16	0	0.682	7.327	0	0.428
16	0	0.332	12.279	0	0.078
16	0	1.362	8.132	0	1.108
16	1	-0.968	4.967	0	-1.222
17	1	0.802	16.387	0	0.114
17	1	1.072	24.993	0	0.384
17	1	0.702	21.084	0	0.014
17	0	0.922	22.337	0	0.234
17	0	1.372	12.398	0	0.684
17	0	0.412	24.041	0	-0.276
17	0	1.162	23.856	0	0.474
17	0	-0.568	20.514	0	-1.256
17	1	1.282	23.023	0	0.594
17	1	0.052	11.015	0	-0.636
17	0	0.552	15.63	0	-0.136
17	1	1.052	23.613	0	0.364
17	1	1.192	16.903	0	0.504
17	0	0.312	13.926	0	-0.376
17	0	1.152	17.344	0	0.464
17	1	0.212	20.979	0	-0.476
17	0	0.902	11.204	0	0.214
17	0	1.032	22.116	0	0.344
17	1	0.002	9.468	0	-0.686
17	1	0.132	18.211	0	-0.556
17	0	-0.298	22.681	0	-0.986
17	1	0.442	21.991	0	-0.246
17	1	0.642	14.13	0	-0.0459999999999999
17	1	1.242	20.088	0	0.554
17	0	1.192	24.479	0	0.504
17	1	0.442	22.288	0	-0.246
17	1	1.512	3.209	0	0.824
17	1	0.532	14.702	0	-0.156
17	0	0.322	12.606	0	-0.366
18	0	1.002	24.993	0	0.992
18	1	-0.308	9.154	0	-0.318
18	0	1.312	19.017	0	1.302
18	0	0.882	21.062	0	0.872
18	0	0.012	18.04	0	0.002
18	0	1.382	11.075	0	1.372
18	0	-0.278	7.84	0	-0.288
18	0	0.462	22.326	0	0.452
18	1	0.052	1.755	0	0.042
18	1	-1.068	7.341	0	-1.078
18	1	0.762	23.834	0	0.752
18	0	0.462	4.784	0	0.452
18	0	0.102	8.755	0	0.092
18	1	0.172	7.833	0	0.162
18	1	0.062	11.71	0	0.052
18	0	0.492	22.986	0	0.482
18	1	-0.758	16.863	0	-0.768
18	1	0.632	2.913	0	0.622
18	0	-1.058	21.883	0	-1.068
18	1	-0.648	6.358	0	-0.658
18	1	-0.118	7.938	0	-0.128
18	1	-1.378	7.937	0	-1.388
18	1	0.492	22.254	0	0.482
18	0	-1.248	8.375	0	-1.258
18	0	0.402	18.362	0	0.392
18	1	0.312	12.624	0	0.302
18	1	-0.588	14.393	0	-0.598
18	0	-0.008	19.117	0	-0.018
18	0	0.012	22.354	0	0.002
18	1	-0.458	17.672	0	-0.468
18	1	-1.398	3.605	0	-1.408
18	1	-0.128	7.778	0	-0.138
18	0	0.792	14.635	0	0.782
18	1	-0.248	10.79	0	-0.258
18	0	-0.158	6.149	0	-0.168
18	1	-0.138	4.468	0	-0.148
18	1	-0.318	3.209	0	-0.328
18	0	0.802	11.625	0	0.792
18	0	-0.138	19.622	0	-0.148
19	0	0.382	16.028	0	0.048
19	0	0.862	12.927	0	0.528
19	1	0.072	9.733	0	-0.262
19	1	0.782	20.932	0	0.448
19	1	1.512	7.054	0	1.178
19	0	1.022	4.461	0	0.688
19	0	1.182	18.399	0	0.848
19	0	1.202	15.332	0	0.868
19	0	-0.218	11.536	0	-0.552
19	0	0.402	15.893	0	0.068
19	0	-0.458	5.912	0	-0.792
19	1	0.552	23.108	0	0.218
19	0	0.932	5.129	0	0.598
19	1	-0.828	9.32	0	-1.162
19	0	-0.918	8.255	0	-1.252
19	1	-0.118	4.756	0	-0.452
19	1	0.972	9.184	0	0.638
19	0	-0.878	6.21	0	-1.212
19	0	0.472	14.699	0	0.138
19	0	1.512	15.463	0	1.178
19	1	-0.188	2.796	0	-0.522
19	1	-0.538	15.564	0	-0.872
19	0	-0.538	13.452	0	-0.872
19	1	0.712	16.257	0	0.378
19	0	0.172	19.887	0	-0.162
19	1	-1.178	11.883	0	-1.512
19	0	0.172	2.731	0	-0.162
